2024-11-17 23:32:40.251 [info] Started local extension host with pid 24961.
2024-11-17 23:32:42.733 [info] [perf] Render performance baseline is 38ms
2024-11-17 23:41:13.318 [error] [network] #2: https://open-vsx.org/vscode/gallery/extensionquery - error POST Canceled
2024-11-17 23:41:25.199 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.199 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.199 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.200 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.200 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.200 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.201 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.201 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.201 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.201 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.201 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.202 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
2024-11-17 23:41:25.202 [error] [idleberg.icon-fonts-legacy]: Unknown language in `contributes.icon-fonts-legacy.language`. Provided value: blade
